objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,tip_serv,dias_oper,tip_hor,tipo_oper,ruta_rural,globalid,shape_Length
3477,SOC,SanMateo,San Mateo,Portal Sur,San Mateo,26/05/2016,7,0,7.48396016,ETIB BO,10956,SanMateo,14,9,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m., ,1,3,2,2,1,2,3,{CAA73EBF-9909-42DC-85A8-A01454AE9DA0},7483.96015545388
3484,KKK,KB314,El Codito - Fontibón Refugio,El Codito,Fontibón Refugio,16/11/2021,9,1,33.45736941,ZMO FONTIBON V,10394,K314-2,6,1,3:30 a. m. - 9:00 p. m.,3:30 a. m. - 9:00 p. m., ,1,4,1,2,1,2,3,{CC0D65EE-561E-474C-A004-5745CBF97665},33457.3694084143
3486,CEN,114A,Altos Del Zuque - Paloquemao,Altos Del Zuque,Paloquemao,29/09/2012,4,4,34.03259628,CONSORCIO EXPRESS SAN CRISTOBALD,8397,114A-3,13,13,3:30 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,3,{CC23CB1B-4E55-463F-A6FC-2F28AF61E5AC},34032.5962814282
3489,BBB,BB920,Est. Calle 127,Est. Calle 127,Santa Barbara,20/11/2021,1,1,7.07648119,CONSORCIO EXPRESS USAQUEN N,7948,B920-3,1,1,4:30 a. m. - 9:00 p. m.,5:00 a. m. - 8:00 p. m.,,1,5,2,2,1,2,3,{CCBEE8FC-337A-4978-8944-291A0C7B3673},7076.48118622774
3490,ALI,6-8,Vista Hermosa,Portal Tunal,Vista Hermosa,26/03/2015,6,6,8.53138125,SUMA CIUDAD BOLIVAR BC,12360,6-8a,11,11,4:30 a. m. - 9:00 a. m.,4:00 a. m. - 8:30 a. m.,,1,3,2,2,2,2,3,{CD05CB83-8AB1-4611-8E01-ED29030E531D},8531.38124777846
3492,ALI,2-1,Mirandela,Portal Norte,Mirandela,26/03/2015,1,1,5.66472919,MASIVO CAPITAL SO,11027,2-1a,2,2,4:30 a. m. - 12:30 a. m.,5:00 a. m. - 12:30 a. m.,5:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{CDA494F7-125E-4C4B-8A01-4F5CA266F14E},5664.72919237803
3493,CCC,CC146,Casablanca - Est. Calle 106,Casablanca Norte,Est. Calle 106,17/08/2021,11,11,3.27300508,MASIVO CAPITAL SO,7295,CC146-3,3,3,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,1,5,2,3,1,2,3,{CFC2BFF6-556C-44FC-8870-8C0686CA481E},3273.00507528276
3495,SCR,C701,Parques De Bogotá - La Roca,Parques De Bogotá,La Roca,11/07/2015,7,7,48.82375439,ETIB BO,8330,C701-3,9,9,3:00 a. m. - 10:30 p. m.,3:00 a. m. - 10:30 p. m.,4:30 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{D08748EA-23A1-4DCB-B16A-0BDA73307818},48823.7543915442
3497,CEN,T43A,Museo Nacional - Gaviotas,Gaviotas,Museo Nacional,29/06/2015,4,4,29.20900314,CONSORCIO EXPRESS SAN CRISTOBALD,7080,T43A-3,13,13,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,5,1,3,1,2,3,{D1B493E2-BBA3-4085-A96F-1816AE34913C},29209.0031447005
3498,ALI,2-11,Andalucía,Portal Norte,Andalucia,26/03/2015,1,1,5.3487143,CONSORCIO EXPRESS USAQUEN N,10998,2-11a,2,2,4:15 a. m. - 9:00 p. m.,,,1,3,2,1,1,2,3,{D1E10E17-7B77-40EF-A503-2C921EBE0614},5348.71429807847
3499,KKK,BK916,Balmoral Norte - Fontibón Refugio,Balmoral Norte,Fontibón Refugio,23/08/2021,9,1,34.34689561,CONSORCIO EXPRESS USAQUEN N,7586,K916-2,6,1,3:30 a. m. - 8:00 p. m.,3:30 a. m. - 8:00 p. m.,4:30 a. m. - 6:00 p. m.,1,4,1,3,1,2,3,{D2804C76-DAD0-46CC-830B-ED4A8E664BA4},34346.8956129177
3501,ALI,3-11,La Fiscala,Portal Usme,Fiscala,22/05/2021,5,5,6.01184564,E-SOMOS ALIMENTACION,11811,3-11a,12,12,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,4,2,3,1,2,3,{D2BCF88E-E7C6-4F61-A959-33B616FDAA7F},6011.84563952934
3503,CCC,CL149,Bilbao - Est. Av. 1 De Mayo,Est. Av. 1 De Mayo,Bilbao,11/09/2021,11,4,30.0948564,EMASIVO 16 SF,12460,C149-2,3,13,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{D3615878-1A58-46C9-8CCA-CBE48306F63D},30094.8563966635
3504,ALI,11-10_p,Bilbao Pico,Portal Suba,Bilbao, ,11,11,8.5388794,ESTE ES MI BUS CALLE 80 CO01,8426,11-10a_p,3,3,4:30 a. m. - 00:30 a. m.,5:30 a. m. - 00:30 a. m.,5:30 a. m. - 11:30 p. m.,1,3,2,3,2,2,3,{D36E9341-C7FF-4FB9-BB81-A9227DE82A26},8538.87940373514
3506,ALI,9-2,Metrovivienda,Portal Americas,Metrovivienda,17/02/2014,8,8,12.05034626,MASIVO CAPITAL KE,11057,9-2a,8,8,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{D3AEE54E-3586-4621-ABF8-487280BFA238},12050.3462590215
3507,ALI,6-9,Arborizadora Alta,Portal Tunal,Arborizadora Alta,26/03/2015,6,6,11.14105692,SUMA CIUDAD BOLIVAR BC,12349,6-9a,11,11,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{D491B14F-E0F0-4199-84B2-5670D2C260DC},11141.0569224959
3508,KKK,HK721,El Tuno - Terminal Salitre,El Tuno,Terminal Salitre,20/08/2022,5,9,25.42924165,MUEVE USME UB,11836,K721-1,6,12,4:50 a. m. - 10:50 p. m.,4:50 a. m. - 10:50 p. m.,5:50 a. m. - 9:50 p. m.,1,4,1,3,1,2,3,{D563CED9-D700-4D56-AE2F-5B10CA1F5BF2},25429.2416546524
3509,ESP,18-14,Torca - Tibabita,Torca,Tibabita,16/02/2015,1,1,15.93222853,CONSORCIO EXPRESS USAQUEN N,7965,18-14e,1,1,4:30 a. m. - 8:00 a. m. _ 1:00 p. m. - 8:00 p. m.,4:30 a. m. - 7:00 p. m.,5:00 a. m. - 6:00 p. m.,1,5,1,3,2,2,3,{D59C5444-B184-4178-99BB-2F770B9A344E},15932.2285294539
3511,ALI,1-1,Álamos,Portal Calle 80,Alamos,26/03/2015,10,10,5.26831227,ESTE ES MI BUS CALLE 80 CO01,10990,1-1a,4,4,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{D6D4BAC2-156F-4DE8-B263-DA03FEF4AAE8},5268.31226916786
3514,AAA,AA002,San Luis - Est. Movistar Arena,San Luis,Est. Movistar Arena,5/09/2022,13,13,26.05896208,CONSORCIO EXPRESS USAQUEN N,8339,AA002-3,0,0,3:30 a. m. - 11:30 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,2,3,1,2,3,{D85639B2-0669-4B8A-BA57-AE84BD977AFB},26058.9620797157
3515,KKK,KC323,El Recodo - Suba Compartir,Suba Compartir,El Recodo,12/02/2022,9,11,26.6687196,MUEVE FONTIBON,12155,K323-2,7,3,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{D8BDCAF0-1AB0-4AAA-BFF7-62E21A295084},26668.7195964496
3516,ALI,3-2,Santa Librada,Portal Usme,Santa Librada,22/05/2021,5,5,7.48403043,E-SOMOS ALIMENTACION,10319,3-2a,12,12,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{D8E45436-DDEA-44FE-BF77-35BFDF5E677B},7484.03042557561
3517,ALI,6-2,San Francisco,Portal Tunal,San Francisco,26/03/2015,6,6,5.17615025,SUMA CIUDAD BOLIVAR BC,10958,6-2a,11,11,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{D96042FE-435C-41AC-86AE-A1E6295A9EF6},5176.15025102374
3518,KKK,KH322,Fontibón Brisas - Cerros De Oriente,Cerros De Oriente,Fontibón Brisas,12/02/2022,18,9,26.66313856,MUEVE FONTIBON,10193,K322-1,6,12,4:20 a. m. - 10:40 p. m.,4:00 a. m. - 11:30 p. m.,5:00 a. m. - 10:40 p. m.,1,3,1,3,1,2,3,{D998EAC7-A6C3-432C-BFC3-EC0E308B8D14},26663.1385601111
3523,ESP,18-11_AM,Unicerros - Unicentro Am,Unicerros,Unicerros, ,1,1,7.12495927,CONSORCIO EXPRESS USAQUEN N,8178,18-11e AM,1,1,4:30 a. m. - 10:00 p. m.,4:30 a. m. - 10:00 p. m.,12:00 p. m. - 9:00 p. m.,1,5,4,3,3,2,3,{DB1E623C-0C82-45D4-8D91-D0D50896B2C8},7124.95927049318
3528,AAA,KA305,El Recodo – Est. Calle 100,El Recodo,Est. Calle 100,9/01/2021,9,12,20.21289556,E-SOMOS FONTIBON II,10174,A305-1,0,7,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:30 p. m.,1,3,1,3,1,2,3,{DC69BFB8-E7BE-4459-9493-FD9492D94324},20212.8955599565
3529,GGG,CG137,Suba Corpas - Metrovivienda,Suba Corpas,Metrovivienda,31/08/2021,11,7,37.78737671,EMASIVO 16 SF,12418,G137-1,8,3,3:30 a. m. - 9:00 p. m.,3:30 a. m. - 9:00 p. m.,3:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{DD5928F3-6A26-48EE-984B-C4AE90281374},37787.3767067453
3531,AAA,HA720,Ciudadela Usme - 7 De Agosto,Ciudadela Usme,7 De Agosto,20/08/2022,5,12,27.59658107,MUEVE USME UB,11998,A720-1,0,12,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,4:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{DD872C1D-B8FA-4782-9BA2-BAD2952920B9},27596.5810743173
3532,ESP,18-9,Cerro Norte,Cerro Norte,Cerro Norte,10/03/2014,1,1,5.30797142,CONSORCIO EXPRESS USAQUEN N,5594,18-9e,1,1,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 6:00 p. m.,,1,5,4,2,1,2,3,{DDC768D0-D7C2-4F52-BC90-0DB8A4F70BA0},5307.97141956013
3535,ALI,5-4,Florida,Granja,Florida,17/01/2022,10,10,7.01499201,GMOVIL ENGATIVA E,6762,5-4a,4,4,4:30 a. m. - 12:20 a. m.,5:00 a. m. - 12:20 a. m.,5:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{DE5C94AA-A853-4F68-BDD2-F79D26A5AF53},7014.99200841829
3536,ALI,16-3,Av. Eldorado Alamos,Portal El Dorado,Av. Eldorado - Alamos,9/02/2013,10,10,7.08255461,GMOVIL ENGATIVA E,10936,16-3a,5,5,4:30 a. m. - 12:20 a. m.,5:00 a. m. - 12:20 a. m.,5:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{DE728152-6E05-4D19-986E-4C46416CC888},7082.55461473188
3537,ALI,8-5,Biblioteca Tintal,Banderas,Biblioteca Tintal,17/02/2014,8,8,7.91061832,ESTE ES MI BUS TINTAL TZ,10923,8-5a,7,7,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{DEB49C63-C962-4B44-899F-01297A94ED8E},7910.61832040649
3542,ALI,6-3,Sierra Morena,Portal Tunal,Sierra Morena,26/03/2015,6,6,12.23643247,SUMA CIUDAD BOLIVAR BC,7804,6-3a,11,11,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{DF3DDD3C-E07C-40DB-B840-A7C2CD12BE40},12236.4324747576
3545,HHH,HK700,Bellavista - Terminal Salitre,Terminal Salitre,Bellavista,16/01/2021,5,9,25.91433169,GRAN AMERICAS USME III,11826,H700-2,12,6,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{DFADD41C-34A0-4367-8E81-A8F6D0503279},25914.3316886019
3546,ALI,8-3,Castilla,Banderas,Castilla,17/02/2014,8,8,8.06452968,ESTE ES MI BUS TINTAL TZ,11018,8-3a,7,7,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{DFB59036-4C76-4B5E-81CE-1040F87DECCE},8064.52967904589
3550,ALI,8-4,Corabastos,Banderas,Corabastos,17/02/2014,8,8,6.00878858,MASIVO CAPITAL KE,10979,8-4a,8,8,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{E1347700-DA47-457D-9AB1-F3898BEEB679},6008.78857646697
3552,COM,13-5,Las Paces - Est. Av. 1 Mayo,Est. Av. 1 De Mayo,Las Paces,1/11/2014,4,4,16.03904834,CONSORCIO EXPRESS USAQUEN N,5714,13-5c,13,13,3:30 a. m. - 11:00 p. m.,3:30 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,5,2,3,1,2,3,{E183E18C-381B-4BD3-B687-01FA1E9CF74C},16039.0483424624
3553,ALI,6-7,San Joaquín,Portal Tunal,San Joaquin,26/03/2015,6,6,11.21349466,SUMA CIUDAD BOLIVAR BC,12017,6-7a,11,11,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{E248CDCF-B4C3-431A-8928-01FF18328BCB},11213.4946584693
3558,ALI,13-7,Península,Portal 20 Julio,La Península,24/11/2012,4,4,6.63146536,CONSORCIO EXPRESS SAN CRISTOBALD,10977,13-7a,13,13,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,3,{E31E0A3C-8C97-4447-B8E3-868A901AEB9C},6631.46535534753
3564,ALI,11-3,Villamaría,Portal Suba,Villa María,6/03/2021,11,11,6.60358392,ESTE ES MI BUS CALLE 80 CO01,5403,11-3a,3,3,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{E6610B39-0FED-4A7F-832D-C1807F729429},6603.58392080658
3567,HHH,HK724,Ciudadela Usme - Montevideo,Montevideo,Ciudadela Usme,27/08/2022,9,5,24.89351929,MUEVE USME UB,10282,H724-2,12,6,3:30 a. m. - 9:30 p. m.,3:30 a. m. - 9:30 p. m.,4:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{E728F5B5-11E6-47C8-9BD3-90761A9DBF82},24893.5192916673
3568,ALI,10-8,Olarte Timiza,Portal Sur,Olarte - Timiza,9/05/2015,7,7,6.8636449,ETIB BO,10922,10-8a,9,9,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 7:00 p. m.,1,3,2,3,1,2,3,{E7F3584E-395B-4714-B357-C09BF76B43FD},6863.64490364173
3574,USA,E17,Villa Gloria - Chicó,Villa Gloria,Chico,19/02/2014,11,11,33.42446187,CONSORCIO EXPRESS USAQUEN N,7089,E17-3,3,3,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,,1,4,1,2,1,2,3,{EAB03CD0-1A6D-4589-ACCA-4E328150537A},33424.4618701021
3575,USA,19-3,Chicó Norte,Calle 100,Chico Norte,19/12/2016,2,2,4.78600287,CONSORCIO EXPRESS USAQUEN N,10744,19-3,0,0,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,,1,3,2,2,1,2,3,{EAE6553B-234B-4643-BC3B-A9C202CB8B02},4786.00286525277
3578,KKK,LK810,Fontibón Brisas - Gaviotas,Gaviotas,Fontibón Brisas,25/10/2021,4,9,29.21909084,CONSORCIO EXPRESS SAN CRISTOBALD,8566,K810-1,6,13,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:30 p. m.,5:30 a. m. - 9:30 p. m.,1,4,1,3,1,2,3,{EB87C706-FCCB-470E-9147-121F598A46B1},29219.0908372037
3582,SCR,60,Bachué - Zarazota,Bachué,Zarazota,10/08/2013,10,18,26.5323027,ESTE ES MI BUS CALLE 80 CO01,8437,60-1,12,4,3:00 a. m. - 11:00 p. m.,3:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{EC253537-CADD-4312-ACB7-F9256B18E563},26532.3026966715
3584,USM,539,Engativá Centro - El Uval,Engativá Centro,El Uval,16/03/2014,5,10,43.42957542,GMOVIL ENGATIVA E,4629,539-2,12,5,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{ECA62FBA-19A6-406D-8BFC-6F92002F35FD},43429.5754205411
3597,GGG,GG525,Bosa La Estación - Porvenir,Porvenir,Bosa Estacion,18/04/2022,7,7,18.71624715,MASIVO CAPITAL KE,7622,G525-3,8,8,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:30 p. m.,5:00 a. m. - 10:00 p. m.,1,5,2,3,1,2,3,{F0F62C66-8FB7-4FEE-978A-F4A7AE11D5FD},18716.2471517456
3598,ENG,C101,Providencia - El Palmar,Providencia,El Palmar,30/01/2014,10,18,29.01784953,GMOVIL ENGATIVA E,8107,C101-2,5,12,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,5,1,3,1,2,3,{F0FB4203-96C9-48C4-9E11-01A05528F7CD},29017.8495319983
3606,ESP,10-11,Bella Flor,Bella Flor,Bella Flor,12/10/2013,19,19,4.05844409,SUMA CIUDAD BOLIVAR BC,6677,10-11e,11,11,4:30 a. m. - 5:00 p. m.,,,1,4,4,3,1,2,3,{F3ECA28F-3733-4CA5-A47D-FEC344EA46CF},4058.44409289087
3612,AAA,HA605,Arborizadora Alta - Polo,Arborizadora Alta,Polo,18/10/2022,19,12,24.14682022,SUMA CIUDAD BOLIVAR BC,8568,A605-1,0,11,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{F51DBCCB-34C9-4747-B76B-1BF0F49BDAEB},24146.8202174103
3616,ALI,2-7,San José,Portal Norte,San José,26/03/2015,1,1,8.54085431,MASIVO CAPITAL SO,11033,2-7a,2,2,4:30 a. m. - 1:40 a. m.,4:30 a. m. - 1:40 a. m.,4:30 a. m. - 00:00 a. m.,1,3,2,3,1,2,3,{F63CEA67-D2C1-48C0-8494-D508AF8FAEC5},8540.85431036455
3617,FFF,FF423,Favidi,Banderas,Favidi,05/12/2022,8,8,9.08230856,ESTE ES MI BUS TINTAL TZ,7716,FF423-3,7,7,4:30 a. m. - 9:00 a. m.,,,1,3,2,1,3,2,3,{F676A433-7665-4EDC-8A57-B686171F7BBC},9082.30855900765
3626,LLL,KL331,Fontibón Brisas - Nueva Delhi,Fontibón Brisas,Nueva Delhi,2/04/2022,4,9,31.65686435,ZMO FONTIBON V,10374,L331-2,13,6,3:00 a. m. - 9:30 p. m.,3:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:30 p. m.,1,4,1,3,1,2,3,{FC67DC94-CB14-472D-BCF6-38D7ABA7C9B7},31656.8643502084
3633,CCC,FC404,Patio Bonito - Calle 170,Patio Bonito,Calle 170,9/11/2020,8,11,34.29094714,MASIVO CAPITAL KE,12402,C404-1,3,8,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 9:30 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{FEBD806F-F286-4129-816D-D22456CB5806},34290.9471420331
3635,CCC,CH131,Bilbao - Diana Turbay,Diana Turbay,Bilbao,21/08/2021,11,18,36.62244845,EMASIVO 10 ST,10312,C131-2,3,12,3:30 a. m. - 10:00 p. m.,4:30 a. m. - 10:00 p. m.,4:30 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{FFCF732D-8B53-455E-AB6A-C5A607FBEA33},36622.4484461216
3638,LLL,LL813,Est. Bicentenario - Est. Av. 1 Mayo,Bicentenario,Est. Av. 1 De Mayo,31/01/2022,3,3,20.23610851,CONSORCIO EXPRESS SAN CRISTOBALD,8408,L813-3,13,13,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,2,3,1,2,3,{79C2BA77-B2C5-4198-A46E-D64D6D1F2FF5},20236.1085077106
3640,GGG,CG156,El Recreo - Bilbao,Bilbao,El Recreo,19/10/2021,7,11,37.42083314,MASIVO CAPITAL KE,8466,G156-2,8,3,3:30 a. m. - 8:30 p. m.,3:30 a. m. - 8:30 p. m.,4:00 a. m. - 7:30 p. m.,1,4,1,3,1,2,3,{961646C0-1807-46F5-9AC7-93FA189A48E2},37420.8331383617
3642,ALI,11-10,Bilbao,Portal Suba,Bilbao,6/03/2021,11,11,9.00095776,ESTE ES MI BUS CALLE 80 CO01,8426,11-10a,3,3,4:30 a. m. - 12:30 a. m.,5:00 a. m. - 12:30 a. m.,5:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{BC9BE48D-2D8F-44FF-B016-495072439808},9000.95775576171
3643,ENG,BD237,Engativá Centro - Unicentro,Unicentro,Engativá,24/08/2013,1,1,39.81575845,GMOVIL ENGATIVA E,8342,BD237-3,1,1,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{C13AFF99-B173-425C-A1C1-B34D00E3CEE9},39815.7584464683
3644,CCC,CA127,Fontanar Del Río - Germania,Germania,Fontanar Del Rio,7/08/2021,11,3,26.71288739,EMASIVO 10 ST,12172,C127-2,3,0,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{CC326EF3-4E41-419A-AC14-319C9F3E33A5},26712.8873939512
3646,AAA,CA127,Fontanar Del Río - Germania,Fontanar Del Rio,Germania,7/08/2021,11,3,26.30958451,EMASIVO 10 ST,12171,A127-1,0,3,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{ED244E2A-29BB-410E-990C-5EC42B37CA3D},26309.5845146402
3647,KKK,KL329,Fontibón Brisas - San Martín De Loba,San Martin De Loba,Fontibón Brisas,11/05/2022,9,4,33.7486312,GMOVIL ENGATIVA E,12052,K329-2,6,13,3:30 a. m. - 9:30 p. m.,3:30 a. m. - 9:30 p. m.,3:30 a. m. - 9:00 p. m.,1,4,1,3,1,2,3,{08D1C896-A22D-4DCA-8AC9-08BB9EE5DB37},33748.6312004204
3650,NA,BD995,Ac 134 Country - Estación Avenida Chile,Est. Avenida Chile,Ac 134 Country,31/03/2025,12,12,21.30696437,MUEVE USME UB,11955,BD995-3,5,5,5:30 a. m. - 11:00 p. m. _ 3:00 p. m. - 6:30 p. m., , ,1,3,1,1,2,2,3,{4A39E42C-A3E0-43BF-9206-F43CB9E69E69},21306.9643730991
3652,LLL,GL517,Canadá Guira - Potreritos,Canada Guira,Potreritos,10/05/2021,7,4,22.58053936,ETIB BO,8393,L517-1,13,9,3:00 a. m. - 10:30 p. m.,3:00 a. m. - 10:30 p. m.,4:00 a. m. - 9:30 p. m.,1,4,1,3,1,2,3,{4EA72A04-3DC3-42F0-BD81-79C277B7BD2C},22580.5393558845
3653,BBB,BC913,Est. Mazurén - C913 Av. Boyacá,Av. Boyacá,Est. Mazurén,1/07/2025,11,11,4.4962242,MASIVO CAPITAL SO,8585,B913-1,2,2,5:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m., ,1,4,1,2,1,2,3,{52FC45E2-EFE3-477F-83C9-F416B24CD81D},4496.22420400255
3658,CCC,BC913,Est. Mazurén - C913 Av. Boyacá,Est. Mazurén,Av. Boyacá,1/07/2025,11,11,4.05514962,MASIVO CAPITAL SO,8584,C913-2,2,2,5:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m., ,1,4,1,2,1,2,3,{77002479-DAD5-4120-8571-46048EA9836E},4055.14962232209
3659,COM,8-10,Mundo Aventura,Mundo Aventura,Provivienda Oriental,13/04/2015,8,8,7.50269155,MASIVO CAPITAL KE,8468,8-10c,8,8,4:00 a. m. - 9:45 p. m.,4:00 a. m. - 9:45 p. m.,5:30 a. m. - 8:30 p. m.,1,4,2,3,1,2,3,{7C3D9DD7-D448-4B3A-B3F1-A80359EF90E1},7502.69154821147
3660,ALI,11-6,Las Mercedes,Portal Suba,Las Mercedes,6/03/2021,11,11,7.57452737,ESTE ES MI BUS CALLE 80 CO01,7821,11-6a,3,3,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,3,{8703B18B-CDA0-421A-B265-8799BD61774B},7574.52736753931
3665,GGG,GL517,Canadá Guira - Potreritos,Canada Guira,Potreritos,10/05/2021,7,4,22.44600732,ETIB BO,8394,G517-2,9,13,3:00 a. m. - 10:30 p. m.,3:00 a. m. - 10:30 p. m.,4:00 a. m. - 9:30 p. m.,1,4,1,3,1,2,3,{A413CBDA-7139-4F0E-8409-DE681E720114},22446.0073159876
3666,HHH,HH735,Portal Usme - El Uval,El Uval,Portal Usme,21/07/2025,5,5,14.29497038,E-SOMOS ALIMENTACION,12096,HH735-3,12,12,4:00 a. m. - 8:00 a. m., , ,1,3,2,1,3,2,3,{A4C50E85-8911-4C1F-ADFA-3DB6C15F2972},14294.9703846886
3668,CEN,GA535,Bosa San José - Germania,Bosa San José,Germania,7/12/2013,7,7,53.47129806,ETIB BO,8485,GA535-3,9,9,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{B79B9888-4613-410F-9C5D-A62E87F543A0},53471.2980608524
4050,ALI,6-12,Villa Gloria,Portal Tunal,Villa Gloria,26/03/2015,6,6,6.5179204,SUMA CIUDAD BOLIVAR BC,12013,6-12a,11,11,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 11:30 p. m.,1,4,2,3,1,2,3,{035FDDC4-98D7-4392-A5F2-AECAD7BBBF2A},6517.92040307801
